ŒUVRE 1	ŒUVRE 2	NUM	PERCENTAGE	TEXTE 1	TEXTE 2	INTRA
Périodiques et collectifs 1943-1976	JOURNAL	36	0.5806	Puis près de moi quelqu’un piquant de la pointe du doigt des vers luisants autour de nous (comme les paysannes récoltent autour de leur assiette, du bout de l’index mouillé, les moindres miettes de pain) en remplit sa bouche entrouverte et une voix me dit que de cette bouche illuminée, dont je voyais l’étrange phosphorescence, allait sortir la voix des morts.	Puis quel- qu’un près de moi piquant de la pointe du doigt des vers luisants autour de nous (comme les paysannes récoltent autour de leur assiette, de la pointe de l’index mouillé les moindres miettes de pain) en remplit sa bouche entrouverte et une voix me dit que de cette bouche illuminée (que je voyais toute phosphorescente) devait sortir la voix des morts.	False
Périodiques et collectifs 1915-1942	JOURNAL	17	0.85	Puis tout s’apaise et voici s’éteindre doucement devant moi sur la mousse et les feuilles mortes les linges d’argent et d’or d’une lessive de soleil.	Puis tout s’apaise et voici s’éteindre doucement sur la mousse et les feuilles mortes les linges d’argent et d’or d’une lessive de soleil.	False
JOURNAL	Campagne perdue 1972	19	1	Puis tout s’apaise et voici s’éteindre doucement devant moi sur la mousse et les feuilles mortes les linges d’argent et d’or d’une lessive de soleil.	Puis tout s’apaise et voici s’éteindre doucement devant moi sur la mousse et les feuilles mortes les linges d’argent et d’or d’une lessive de soleil.	False
Périodiques et collectifs 1915-1942	Campagne perdue 1972	19	1	Puis tout s’apaise et voici s’éteindre doucement devant moi sur la mousse et les feuilles mortes les linges d’argent et d’or d’une lessive de soleil.	Puis tout s’apaise et voici s’éteindre doucement devant moi sur la mousse et les feuilles mortes les linges d’argent et d’or d’une lessive de soleil.	False
Périodiques et collectifs 1915-1942	JOURNAL	19	1	Puis tout s’apaise et voici s’éteindre doucement devant moi sur la mousse et les feuilles mortes les linges d’argent et d’or d’une lessive de soleil.	Puis tout s’apaise et voici s’éteindre doucement devant moi sur la mousse et les feuilles mortes les linges d’argent et d’or d’une lessive de soleil.	False
JOURNAL	Campagne perdue 1972	17	0.85	Puis tout s’apaise et voici s’éteindre doucement sur la mousse et les feuilles mortes les linges d’argent et d’or d’une lessive de soleil.	Puis tout s’apaise et voici s’éteindre doucement devant moi sur la mousse et les feuilles mortes les linges d’argent et d’or d’une lessive de soleil.	False
JOURNAL	JOURNAL	17	0.85	Puis tout s’apaise et voici s’éteindre doucement sur la mousse et les feuilles mortes les linges d’argent et d’or d’une lessive de soleil.	Puis tout s’apaise et voici s’éteindre doucement devant moi sur la mousse et les feuilles mortes les linges d’argent et d’or d’une lessive de soleil.	True
Périodiques et collectifs 1915-1942	Feuillets 1929	26	1	Puis un bouquet de muguets serrés mêlés de marguerites à cœur jaune, un « litre » vide cerclé de rouge à sa base, deux verres sales, un morceau de pain, un couteau sur un journal plié.	Puis un bouquet de muguets serrés mêlés de marguerites à cœur jaune, un « litre » vide cerclé de rouge à sa base, deux verres sales, un morceau de pain, un couteau sur un journal plié.	False
Périodiques et collectifs 1943-1976	Haut-Jorat 1949	10	1	Puis un sentier se détache et monte vers le cimetière et ses marbres endormis.	Puis un sentier se détache et monte vers le cimetière et ses marbres endormis.	False
JOURNAL	JOURNAL	3	0.3333	Puis vague jardinage jusqu’à  heures où je pars vers V[ucherens].	Ap[rès-midi] sommeil jusqu’à  heures puis vague jardinage.	True
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1915-1942	18	0.5454	Puis vos mains vous sont rendues et voici qu’au plus lointain du ciel, à l’extrême de l’ouïe, aussi douloureuse, aussi pure qu’une étoile, la première alouette chante.	Puis vos mains vous sont rendues et voici qu’au lointain du ciel, à l’extrême de l’ouïe, insaisissable, aussi douloureuse, aussi pure qu’une étoile, la première alouette chante…  Qui n’a pas entendu (mais vous l’avez tous entendu, n’est-ce pas ?)	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1915-1942	20	0.6451	Puis vos mains vous sont rendues et voici qu’au plus lointain du ciel, à l’extrême de l’ouïe, aussi douloureuse, aussi pure qu’une étoile, la première alouette chante.	Puis vos mains vous sont rendues et voici qu’au plus lointain du ciel, à l’extrême de l’ouïe, insaisissable, aussi douloureuse, aussi pure qu’une étoile, la première alouette chante… Qui n’a pas entendu (mais vous l’avez tous entendu, n’est-ce pas ?)	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	20	0.6451	Puis vos mains vous sont rendues et voici qu’au plus lointain du ciel, à l’extrême de l’ouïe, aussi douloureuse, aussi pure qu’une étoile, la première alouette chante.	Puis vos mains vous sont rendues et voici qu’au plus lointain du ciel, à l’extrême de l’ouïe, insaisissable, aussi douloureuse, aussi pure qu’une étoile, la première alouette chante… Qui n’a pas entendu (mais vous l’avez tous entendu, n’est-ce pas ?)	True
Périodiques et collectifs 1915-1942	Périodiques et collectifs 1915-1942	28	0.875	Puis vos mains vous sont rendues et voici qu’au plus lointain du ciel, à l’extrême de l’ouïe, insaisissable, aussi douloureuse, aussi pure qu’une étoile, la première alouette chante… Qui n’a pas entendu (mais vous l’avez tous entendu, n’est-ce pas ?)	Puis vos mains vous sont rendues et voici qu’au lointain du ciel, à l’extrême de l’ouïe, insaisissable, aussi douloureuse, aussi pure qu’une étoile, la première alouette chante…  Qui n’a pas entendu (mais vous l’avez tous entendu, n’est-ce pas ?)	True
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1915-1942	28	0.875	Puis vos mains vous sont rendues et voici qu’au plus lointain du ciel, à l’extrême de l’ouïe, insaisissable, aussi douloureuse, aussi pure qu’une étoile, la première alouette chante… Qui n’a pas entendu (mais vous l’avez tous entendu, n’est-ce pas ?)	Puis vos mains vous sont rendues et voici qu’au lointain du ciel, à l’extrême de l’ouïe, insaisissable, aussi douloureuse, aussi pure qu’une étoile, la première alouette chante…  Qui n’a pas entendu (mais vous l’avez tous entendu, n’est-ce pas ?)	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1915-1942	30	1	Puis vos mains vous sont rendues et voici qu’au plus lointain du ciel, à l’extrême de l’ouïe, insaisissable, aussi douloureuse, aussi pure qu’une étoile, la première alouette chante… Qui n’a pas entendu (mais vous l’avez tous entendu, n’est-ce pas ?)	Puis vos mains vous sont rendues et voici qu’au plus lointain du ciel, à l’extrême de l’ouïe, insaisissable, aussi douloureuse, aussi pure qu’une étoile, la première alouette chante… Qui n’a pas entendu (mais vous l’avez tous entendu, n’est-ce pas ?)	False
Périodiques et collectifs 1943-1976	Le repos du cavalier 1958	8	0.6666	Puis Wozzeck s’est défait dans les rafales et vous êtes devenu extraordinairement présent.	Puis tout s’est défait dans les rafales et vous êtes devenu extraordinairement présent.	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	13	0.9285	Puis, à la fin d’une matinée, le semeur d’avoine sur la colline s’arrête, cœur saisi : les alouettes… Ah !	Puis, à la fin d’une matinée, le semeur d’avoine sur la colline s’arrête, cœur saisi : les alouettes...	False
Périodiques et collectifs 1943-1976	Air de la solitude 1945	13	0.9285	Puis, à la fin d’une matinée, le semeur d’avoine sur la colline s’arrête, cœur saisi : les alouettes… Ah !	Puis, à la fin d’une matinée, le semeur d’avoine sur la colline s’arrête, cœur saisi : les alouettes...	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1915-1942	14	1	Puis, à la fin d’une matinée, le semeur d’avoine sur la colline s’arrête, cœur saisi : les alouettes… Ah !	Puis, à la fin d’une matinée, le semeur d’avoine sur la colline s’arrête, cœur saisi : les alouettes… Ah !	False
Périodiques et collectifs 1915-1942	JOURNAL	12	0.3076	Puis, à regarder de très près les courts pétales serrés, la double, triple ramification des ombelles, à respirer l’étrange odeur, je ressens une seconde la vérité du cri de Novalis : « Éloignement infini du monde des fleurs !	Journal  près les petits pétales serrés, la double triple ramification du rameau, à respirer l’ odeur, je ressens  la vérité du cri de Novalis : « Eloignement infini du monde des fleurs ?	False
Périodiques et collectifs 1915-1942	Campagne perdue 1972	9	1	Puis, au pas des chevaux invisibles, le roulement, le craquement des chars.	Puis, au pas des chevaux invisibles, le roulement, le craquement des chars.	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	30	1	Puis, d’un bond debout, déjà tu dessinais du sabre nu quelque figure d’escrime, et les yeux aux jumelles, je recommençais à contempler, brouillées, bercées aux molles vagues d’un abîme d’air transparent, les forêts mortes d’un pays livré aux bêtes.	Puis, d’un bond debout, déjà tu dessinais du sabre nu quelque figure d’escrime, et les yeux aux jumelles, je recommençais à contempler, brouillées, bercées aux molles vagues d’un abîme d’air transparent, les forêts mortes d’un pays livré aux bêtes.	False
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	14	1	Puis, pris jusqu’aux genoux dans l’herbe, quelque chose d’humain se délie et se divise en silence à votre approche.	Puis, pris jusqu’aux genoux dans l’herbe, quelque chose d’humain se délie et se divise en silence à votre approche.	False
Périodiques et collectifs 1943-1976	Les fleurs et les saisons	38	1	Puisque tant de peintres, et parmi les plus grands, ont élu eux aussi la fleur pour thème majeur ou secondaire d’une oeuvre, les portraits qu’ils nous en proposent ne devraient-ils pas reléguer à tout jamais dans l’ombre les images ingénues, patientes, mais apparemment sans génie, des vieux graveurs enlumineurs ?	Puisque tant de peintres, et parmi les plus grands, ont élu eux aussi la fleur pour thème majeur ou secondaire d’une oeuvre, les portraits qu’ils nous en proposent ne devraient-ils pas reléguer à tout jamais dans l’ombre les images ingénues, patientes, mais apparemment sans génie, des vieux graveurs enlumineurs ?	False
JOURNAL	Feuillets 1929	5	1	Puissance d’une présence ; quelle transfiguration du monde ?	Puissance d’une présence : quelle transfiguration du monde !	False
Périodiques et collectifs 1915-1942	Adieu 1927	23	1	Puissé-je, pâle route aux rives d’herbe rase, Fleuve où les jardins noirs versent leurs froids parfums, D’une ombre lentement captive de ma phrase Dénouer à mon col les gestes importuns !	Puissé-je, pâle route aux rives d’herbe rase, Fleuve où les jardins noirs versent leurs froids parfums, D’une ombre lentement captive de ma phrase Dénouer à mon col les gestes importuns !	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1915-1942	8	0.7272	Qu’ai-je à faire de ces traces trop pareilles à celles des hommes ?	Qu’ai-je à faire de ces traces terrestres trop pareilles à celles des hommes ?	False
Requiem 1967	Périodiques et collectifs 1915-1942	8	0.7272	Qu’ai-je à faire de ces traces trop pareilles à celles des hommes ?	Qu’ai-je à faire de ces traces terrestres trop pareilles à celles des hommes ?	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1915-1942	8	0.7272	Qu’ai-je à faire de ces traces trop pareilles à celles des hommes ?	Qu’ai-je à faire de ces traces terrestres trop pareilles à celles des hommes ?	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	9	1	Qu’ai-je à faire de ces traces trop pareilles à celles des hommes ?	Qu’ai-je à faire de ces traces trop pareilles à celles des hommes ?	True
Requiem 1967	Périodiques et collectifs 1943-1976	9	1	Qu’ai-je à faire de ces traces trop pareilles à celles des hommes ?	Qu’ai-je à faire de ces traces trop pareilles à celles des hommes ?	False
Requiem 1967	Périodiques et collectifs 1943-1976	9	1	Qu’ai-je à faire de ces traces trop pareilles à celles des hommes ?	Qu’ai-je à faire de ces traces trop pareilles à celles des hommes ?	False
